message_id,po_number,item_number,supplier_id,direction,subject,body,sent_date,received_date,sentiment,extracted_commit_date,extracted_qty,source_system
MSG000000377,4500000123,00030,S100047,INBOUND,PO 4500000123 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,2026-05-27,urgent,2026-06-26,88,OUTLOOK
MSG000000378,4500000123,00040,S100047,OUTBOUND,PO 4500000123 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-14,,urgent,2026-04-30,0,OUTLOOK
MSG000000379,4500000123,00060,S100047,OUTBOUND,PO 4500000123 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,,negative,2026-04-28,26,PORTAL
MSG000000380,4500000124,00010,S100042,INBOUND,PO 4500000124 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-25,2026-05-23,negative,,40,PORTAL
MSG000000381,4500000124,00020,S100042,OUTBOUND,PO 4500000124 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-04-22,0,REGRELLO
MSG000000382,4500000125,00010,S100043,OUTBOUND,PO 4500000125 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-06-28,0,PORTAL
MSG000000383,4500000125,00020,S100043,OUTBOUND,PO 4500000125 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-06-05,0,GMAIL
MSG000000384,4500000125,00030,S100043,INBOUND,PO 4500000125 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-25,2026-05-19,urgent,2026-07-04,663,PORTAL
MSG000000385,4500000125,00040,S100043,OUTBOUND,PO 4500000125 Item 00040 - Price Dispute,Supplier response received; details require buyer review.,2026-05-15,,urgent,2026-06-20,485,PORTAL
MSG000000386,4500000126,00010,S100010,INBOUND,PO 4500000126 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-04-06 due to capacity constraints.,2026-05-21,2026-05-16,concerned,2026-04-06,6,OUTLOOK
MSG000000387,4500000127,00010,S100038,OUTBOUND,PO 4500000127 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,,concerned,2026-04-18,42,GMAIL
MSG000000388,4500000127,00020,S100038,OUTBOUND,PO 4500000127 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-04-22,0,PORTAL
MSG000000389,4500000127,00030,S100038,OUTBOUND,PO 4500000127 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-05-29,0,OUTLOOK
MSG000000390,4500000127,00050,S100038,INBOUND,PO 4500000127 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,2026-05-20,concerned,2026-05-21,34,GMAIL
MSG000000391,4500000127,00060,S100038,INBOUND,PO 4500000127 Item 00060 - Promised Late,Supplier advised revised delivery date of 2026-07-06 due to capacity constraints.,2026-05-27,2026-05-24,concerned,2026-07-06,284,OUTLOOK
MSG000000392,4500000128,00010,S100018,OUTBOUND,PO 4500000128 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-02-16,0,PORTAL
MSG000000393,4500000128,00020,S100018,OUTBOUND,PO 4500000128 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-02-15,0,GMAIL
MSG000000394,4500000128,00040,S100018,OUTBOUND,PO 4500000128 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,,neutral,2026-03-05,212,REGRELLO
MSG000000395,4500000129,00020,S100043,OUTBOUND,PO 4500000129 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,,negative,2026-06-26,19,PORTAL
MSG000000396,4500000129,00040,S100043,INBOUND,PO 4500000129 Item 00040 - Partial,Supplier response received; details require buyer review.,2026-05-14,2026-05-23,negative,2026-05-21,41,GMAIL
MSG000000397,4500000130,00010,S100003,INBOUND,PO 4500000130 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-27,2026-05-21,negative,2026-04-12,812,OUTLOOK
MSG000000398,4500000130,00020,S100003,INBOUND,PO 4500000130 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,2026-05-25,neutral,2026-06-02,18,REGRELLO
MSG000000399,4500000132,00010,S100025,INBOUND,PO 4500000132 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-08-16 due to capacity constraints.,2026-05-27,2026-05-18,concerned,2026-08-16,158,GMAIL
MSG000000400,4500000132,00030,S100025,OUTBOUND,PO 4500000132 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-25,,urgent,2026-07-31,0,PORTAL
MSG000000401,4500000132,00040,S100025,INBOUND,PO 4500000132 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,2026-05-19,positive,2026-06-11,411,REGRELLO
MSG000000402,4500000132,00050,S100025,OUTBOUND,PO 4500000132 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-15,,urgent,2026-07-09,0,PORTAL
MSG000000403,4500000132,00070,S100025,INBOUND,PO 4500000132 Item 00070 - Price Dispute,Supplier response received; details require buyer review.,2026-05-27,2026-05-23,concerned,2026-08-14,8,REGRELLO
MSG000000404,4500000133,00010,S100035,OUTBOUND,PO 4500000133 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-14,,urgent,2026-04-30,0,PORTAL
MSG000000405,4500000133,00020,S100035,INBOUND,PO 4500000133 Item 00020 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-23,2026-05-14,positive,2026-04-24,224,PORTAL
MSG000000406,4500000133,00040,S100035,OUTBOUND,PO 4500000133 Item 00040 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-19,,neutral,2026-04-16,114,GMAIL
MSG000000407,4500000133,00060,S100035,OUTBOUND,PO 4500000133 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,neutral,2026-03-06,920,GMAIL
MSG000000408,4500000133,00070,S100035,INBOUND,PO 4500000133 Item 00070 - Partial,Supplier response received; details require buyer review.,2026-05-23,2026-05-21,neutral,2026-04-21,133,PORTAL
MSG000000409,4500000134,00020,S100022,OUTBOUND,PO 4500000134 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-05-19,0,OUTLOOK
MSG000000410,4500000134,00030,S100022,OUTBOUND,PO 4500000134 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-04-06,0,PORTAL
MSG000000411,4500000135,00010,S100040,INBOUND,PO 4500000135 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-18,2026-05-22,urgent,2026-04-05,28,GMAIL
MSG000000412,4500000136,00010,S100009,OUTBOUND,PO 4500000136 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,,positive,2026-05-01,266,GMAIL
MSG000000413,4500000136,00030,S100009,OUTBOUND,PO 4500000136 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-05-19,0,GMAIL
MSG000000414,4500000136,00040,S100009,OUTBOUND,PO 4500000136 Item 00040 - Partial,Supplier response received; details require buyer review.,2026-05-22,,positive,2026-05-13,9,REGRELLO
MSG000000415,4500000137,00010,S100050,OUTBOUND,PO 4500000137 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-06-03,0,GMAIL
MSG000000416,4500000138,00010,S100050,OUTBOUND,PO 4500000138 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-19,,urgent,2026-06-01,156,PORTAL
MSG000000417,4500000138,00020,S100050,OUTBOUND,PO 4500000138 Item 00020 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-22,,urgent,2026-06-04,2657,OUTLOOK
MSG000000418,4500000138,00030,S100050,OUTBOUND,PO 4500000138 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-27,,negative,2026-04-02,430,PORTAL
MSG000000419,4500000138,00040,S100050,OUTBOUND,PO 4500000138 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-18,,urgent,2026-05-21,0,REGRELLO
MSG000000420,4500000138,00050,S100050,INBOUND,PO 4500000138 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,2026-05-15,concerned,2026-04-22,26,OUTLOOK
MSG000000421,4500000139,00030,S100003,INBOUND,PO 4500000139 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-08-11 due to capacity constraints.,2026-05-17,2026-05-16,concerned,2026-08-11,662,REGRELLO
MSG000000422,4500000140,00010,S100002,OUTBOUND,PO 4500000140 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-05-16,0,REGRELLO
MSG000000423,4500000140,00020,S100002,INBOUND,PO 4500000140 Item 00020 - Price Dispute,Supplier response received; details require buyer review.,2026-05-22,2026-05-25,negative,2026-04-07,1594,OUTLOOK
MSG000000424,4500000140,00030,S100002,INBOUND,PO 4500000140 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-22,2026-05-14,positive,2026-04-10,20,REGRELLO
MSG000000425,4500000140,00040,S100002,OUTBOUND,PO 4500000140 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-05-07,0,OUTLOOK
MSG000000426,4500000141,00010,S100039,OUTBOUND,PO 4500000141 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-14,,negative,2026-04-14,282,PORTAL
MSG000000427,4500000141,00020,S100039,OUTBOUND,PO 4500000141 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-21,,urgent,2026-04-10,0,PORTAL
MSG000000428,4500000141,00030,S100039,OUTBOUND,PO 4500000141 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,,concerned,2026-05-28,40,PORTAL
MSG000000429,4500000141,00040,S100039,OUTBOUND,PO 4500000141 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-20,,urgent,2026-06-18,172,REGRELLO
MSG000000430,4500000141,00050,S100039,INBOUND,PO 4500000141 Item 00050 - Promised Late,Supplier advised revised delivery date of 2026-04-25 due to capacity constraints.,2026-05-17,2026-05-20,concerned,2026-04-25,195,REGRELLO
MSG000000431,4500000141,00060,S100039,INBOUND,PO 4500000141 Item 00060 - Partial,Supplier response received; details require buyer review.,2026-05-13,2026-05-20,urgent,2026-04-19,1507,OUTLOOK
MSG000000432,4500000142,00030,S100028,OUTBOUND,PO 4500000142 Item 00030 - Price Dispute,Supplier response received; details require buyer review.,2026-05-16,,neutral,2026-04-08,655,GMAIL
MSG000000433,4500000142,00040,S100028,OUTBOUND,PO 4500000142 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-02-27,0,PORTAL
MSG000000434,4500000143,00010,S100004,OUTBOUND,PO 4500000143 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-13,,positive,2026-08-13,54,PORTAL
MSG000000435,4500000143,00020,S100004,INBOUND,PO 4500000143 Item 00020 - Price Dispute,Supplier response received; details require buyer review.,2026-05-13,2026-05-18,positive,2026-07-12,156,OUTLOOK
MSG000000436,4500000143,00030,S100004,OUTBOUND,PO 4500000143 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-06-26,0,OUTLOOK
MSG000000437,4500000143,00040,S100004,INBOUND,PO 4500000143 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,2026-05-15,positive,2026-07-15,377,REGRELLO
MSG000000438,4500000143,00050,S100004,INBOUND,PO 4500000143 Item 00050 - Promised Late,Supplier advised revised delivery date of 2026-09-10 due to capacity constraints.,2026-05-25,2026-05-26,concerned,2026-09-10,1258,GMAIL
MSG000000439,4500000143,00060,S100004,INBOUND,PO 4500000143 Item 00060 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-27,2026-05-20,negative,,1446,OUTLOOK
MSG000000440,4500000144,00010,S100027,OUTBOUND,PO 4500000144 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-04-04,0,OUTLOOK
MSG000000441,4500000144,00030,S100027,INBOUND,PO 4500000144 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-27,neutral,2026-06-11,146,PORTAL
MSG000000442,4500000144,00040,S100027,OUTBOUND,PO 4500000144 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-05-11,0,PORTAL
MSG000000443,4500000144,00050,S100027,OUTBOUND,PO 4500000144 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,,neutral,2026-04-11,687,GMAIL
MSG000000444,4500000145,00010,S100003,INBOUND,PO 4500000145 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-21,concerned,2026-04-16,689,GMAIL
MSG000000445,4500000145,00030,S100003,OUTBOUND,PO 4500000145 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,,neutral,2026-04-19,95,GMAIL
MSG000000446,4500000145,00040,S100003,OUTBOUND,PO 4500000145 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-21,,urgent,2026-04-13,0,OUTLOOK
MSG000000447,4500000146,00010,S100024,OUTBOUND,PO 4500000146 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,neutral,2026-03-22,959,GMAIL
MSG000000448,4500000147,00020,S100008,INBOUND,PO 4500000147 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-04-13 due to capacity constraints.,2026-05-17,2026-05-21,concerned,2026-04-13,1064,PORTAL
MSG000000449,4500000147,00030,S100008,INBOUND,PO 4500000147 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-06-20 due to capacity constraints.,2026-05-14,2026-05-22,concerned,2026-06-20,42,PORTAL
MSG000000450,4500000148,00010,S100044,INBOUND,PO 4500000148 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-25,2026-05-19,concerned,2026-03-22,9,OUTLOOK
MSG000000451,4500000148,00020,S100044,OUTBOUND,PO 4500000148 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-03-23,0,PORTAL
MSG000000452,4500000148,00030,S100044,OUTBOUND,PO 4500000148 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-03-15,0,REGRELLO
MSG000000453,4500000148,00040,S100044,INBOUND,PO 4500000148 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,2026-05-25,urgent,2026-04-13,19,PORTAL
MSG000000454,4500000148,00050,S100044,OUTBOUND,PO 4500000148 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-03-27,0,PORTAL
MSG000000455,4500000148,00060,S100044,INBOUND,PO 4500000148 Item 00060 - Promised Late,Supplier advised revised delivery date of 2026-04-11 due to capacity constraints.,2026-05-21,2026-05-28,concerned,2026-04-11,1910,PORTAL
MSG000000456,4500000150,00020,S100011,INBOUND,PO 4500000150 Item 00020 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-16,2026-05-15,negative,,1458,PORTAL
MSG000000457,4500000150,00030,S100011,INBOUND,PO 4500000150 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-15,2026-05-20,negative,2026-03-30,1633,GMAIL
MSG000000458,4500000150,00040,S100011,INBOUND,PO 4500000150 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-03-16 due to capacity constraints.,2026-05-18,2026-05-17,concerned,2026-03-16,901,GMAIL
MSG000000459,4500000151,00020,S100003,INBOUND,PO 4500000151 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-04-19 due to capacity constraints.,2026-05-19,2026-05-14,concerned,2026-04-19,13,OUTLOOK
MSG000000460,4500000152,00010,S100015,OUTBOUND,PO 4500000152 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-06-16,0,PORTAL
MSG000000461,4500000152,00020,S100015,OUTBOUND,PO 4500000152 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-21,,urgent,2026-06-11,0,PORTAL
MSG000000462,4500000152,00030,S100015,OUTBOUND,PO 4500000152 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-05-22,0,OUTLOOK
MSG000000463,4500000152,00040,S100015,OUTBOUND,PO 4500000152 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-15,,urgent,2026-05-18,0,GMAIL
MSG000000464,4500000152,00050,S100015,INBOUND,PO 4500000152 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,2026-05-14,neutral,2026-05-26,72,REGRELLO
MSG000000465,4500000153,00010,S100022,INBOUND,PO 4500000153 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,2026-05-19,positive,2026-07-13,844,REGRELLO
MSG000000466,4500000154,00010,S100034,INBOUND,PO 4500000154 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-25,2026-05-14,negative,2026-06-27,325,OUTLOOK
MSG000000467,4500000154,00020,S100034,INBOUND,PO 4500000154 Item 00020 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-15,2026-05-28,negative,,142,REGRELLO
MSG000000468,4500000154,00030,S100034,INBOUND,PO 4500000154 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-07-17 due to capacity constraints.,2026-05-25,2026-05-18,concerned,2026-07-17,13,REGRELLO
MSG000000469,4500000154,00040,S100034,INBOUND,PO 4500000154 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-07-31 due to capacity constraints.,2026-05-14,2026-05-28,concerned,2026-07-31,98,GMAIL
MSG000000470,4500000154,00050,S100034,OUTBOUND,PO 4500000154 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-07-02,0,REGRELLO
MSG000000471,4500000154,00060,S100034,INBOUND,PO 4500000154 Item 00060 - Partial,Supplier response received; details require buyer review.,2026-05-25,2026-05-27,concerned,2026-06-01,86,GMAIL
MSG000000472,4500000155,00010,S100037,INBOUND,PO 4500000155 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-15,2026-05-21,negative,,43,OUTLOOK
MSG000000473,4500000155,00020,S100037,OUTBOUND,PO 4500000155 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,,urgent,2026-06-18,520,PORTAL
MSG000000474,4500000156,00010,S100010,OUTBOUND,PO 4500000156 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-05-13,0,GMAIL
MSG000000475,4500000157,00010,S100039,INBOUND,PO 4500000157 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-05-25 due to capacity constraints.,2026-05-14,2026-05-16,concerned,2026-05-25,733,GMAIL
MSG000000476,4500000157,00030,S100039,OUTBOUND,PO 4500000157 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-14,,urgent,2026-04-24,0,REGRELLO
MSG000000477,4500000157,00040,S100039,OUTBOUND,PO 4500000157 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,,positive,2026-03-14,88,GMAIL
MSG000000478,4500000158,00020,S100044,OUTBOUND,PO 4500000158 Item 00020 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-26,,neutral,2026-06-06,714,REGRELLO
MSG000000479,4500000159,00020,S100040,OUTBOUND,PO 4500000159 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-16,,urgent,2026-08-03,0,PORTAL
MSG000000480,4500000159,00030,S100040,OUTBOUND,PO 4500000159 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-20,,urgent,2026-07-31,0,REGRELLO
MSG000000481,4500000160,00010,S100050,OUTBOUND,PO 4500000160 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-27,,concerned,2026-06-24,2807,OUTLOOK
MSG000000482,4500000160,00020,S100050,OUTBOUND,PO 4500000160 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,,concerned,2026-07-21,17,GMAIL
MSG000000483,4500000161,00020,S100050,OUTBOUND,PO 4500000161 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-05-23,0,GMAIL
MSG000000484,4500000161,00030,S100050,INBOUND,PO 4500000161 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-06-14 due to capacity constraints.,2026-05-19,2026-05-15,concerned,2026-06-14,25,REGRELLO
MSG000000485,4500000161,00040,S100050,OUTBOUND,PO 4500000161 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,neutral,2026-04-05,19,OUTLOOK
MSG000000486,4500000161,00050,S100050,INBOUND,PO 4500000161 Item 00050 - Promised Late,Supplier advised revised delivery date of 2026-06-17 due to capacity constraints.,2026-05-16,2026-05-26,concerned,2026-06-17,18,OUTLOOK
MSG000000487,4500000161,00060,S100050,OUTBOUND,PO 4500000161 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,,neutral,2026-05-19,342,OUTLOOK
MSG000000488,4500000162,00010,S100046,OUTBOUND,PO 4500000162 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,,urgent,2026-05-21,24,REGRELLO
MSG000000489,4500000162,00030,S100046,OUTBOUND,PO 4500000162 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,urgent,2026-04-18,1119,PORTAL
MSG000000490,4500000162,00040,S100046,INBOUND,PO 4500000162 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-07-12 due to capacity constraints.,2026-05-28,2026-05-18,concerned,2026-07-12,4,GMAIL
MSG000000491,4500000162,00050,S100046,INBOUND,PO 4500000162 Item 00050 - Partial,Supplier response received; details require buyer review.,2026-05-15,2026-05-24,negative,2026-05-01,28,OUTLOOK
MSG000000492,4500000163,00020,S100042,OUTBOUND,PO 4500000163 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-04-29,0,PORTAL
MSG000000493,4500000163,00030,S100042,OUTBOUND,PO 4500000163 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-03-19,0,PORTAL
MSG000000494,4500000163,00040,S100042,OUTBOUND,PO 4500000163 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-05-02,0,PORTAL
MSG000000495,4500000164,00010,S100004,OUTBOUND,PO 4500000164 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-08-17,0,PORTAL
MSG000000496,4500000164,00030,S100004,INBOUND,PO 4500000164 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-08-21 due to capacity constraints.,2026-05-19,2026-05-26,concerned,2026-08-21,202,GMAIL
MSG000000497,4500000164,00060,S100004,OUTBOUND,PO 4500000164 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,neutral,2026-07-01,684,OUTLOOK
MSG000000498,4500000165,00010,S100021,INBOUND,PO 4500000165 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-07-10 due to capacity constraints.,2026-05-15,2026-05-28,concerned,2026-07-10,76,OUTLOOK
MSG000000499,4500000165,00020,S100021,OUTBOUND,PO 4500000165 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-27,,negative,2026-08-03,32,OUTLOOK
MSG000000500,4500000166,00020,S100045,INBOUND,PO 4500000166 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,2026-05-17,positive,2026-07-04,5,OUTLOOK
MSG000000501,4500000167,00010,S100046,OUTBOUND,PO 4500000167 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-03-25,0,REGRELLO
MSG000000502,4500000167,00020,S100046,INBOUND,PO 4500000167 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-04-09 due to capacity constraints.,2026-05-16,2026-05-28,concerned,2026-04-09,787,GMAIL
MSG000000503,4500000167,00030,S100046,OUTBOUND,PO 4500000167 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-14,,positive,2026-05-21,1916,PORTAL
MSG000000504,4500000167,00040,S100046,OUTBOUND,PO 4500000167 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-03-06,0,REGRELLO
MSG000000505,4500000167,00060,S100046,INBOUND,PO 4500000167 Item 00060 - Promised Late,Supplier advised revised delivery date of 2026-05-31 due to capacity constraints.,2026-05-27,2026-05-24,concerned,2026-05-31,170,GMAIL
MSG000000506,4500000168,00010,S100022,OUTBOUND,PO 4500000168 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,,negative,2026-06-01,758,PORTAL
MSG000000507,4500000168,00020,S100022,INBOUND,PO 4500000168 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-05-14 due to capacity constraints.,2026-05-24,2026-05-27,concerned,2026-05-14,910,REGRELLO
MSG000000508,4500000168,00030,S100022,INBOUND,PO 4500000168 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,2026-05-23,neutral,2026-04-15,19,REGRELLO
MSG000000509,4500000168,00040,S100022,INBOUND,PO 4500000168 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-04-17 due to capacity constraints.,2026-05-22,2026-05-15,concerned,2026-04-17,3051,GMAIL
MSG000000510,4500000168,00050,S100022,INBOUND,PO 4500000168 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,2026-05-27,urgent,2026-04-21,2718,REGRELLO
MSG000000511,4500000168,00060,S100022,INBOUND,PO 4500000168 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,2026-05-25,positive,2026-06-07,56,OUTLOOK
MSG000000512,4500000168,00070,S100022,OUTBOUND,PO 4500000168 Item 00070 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,,neutral,2026-04-19,12,GMAIL
MSG000000513,4500000169,00010,S100026,INBOUND,PO 4500000169 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,2026-05-19,negative,2026-07-13,131,OUTLOOK
MSG000000514,4500000169,00020,S100026,INBOUND,PO 4500000169 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-17,2026-05-21,urgent,2026-06-10,10,REGRELLO
MSG000000515,4500000169,00040,S100026,OUTBOUND,PO 4500000169 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-17,,positive,2026-07-25,12,OUTLOOK
MSG000000516,4500000170,00010,S100014,INBOUND,PO 4500000170 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,2026-05-19,negative,2026-05-08,145,OUTLOOK
