po_number,item_number,material_id,material_description,plant,storage_location,order_qty,uom,net_price,price_unit,item_value,delivery_date,item_category,account_assignment_category,deletion_flag,delivery_completed_flag,invoice_receipt_flag,goods_receipt_flag
4500000099,00020,M500254,Voltage Regulator B-829,AUS1,BLK1,80,EA,1.81,1,145.00,2026-04-25,STANDARD,,N,N,N,Y
4500000099,00030,M500274,Nut Lite-590,PHX1,0001,4000,EA,64.70,1,258796.95,2026-03-11,STANDARD,,N,N,Y,Y
4500000100,00010,M500041,Driver IC B-606,MTY1,0001,2000,EA,1.97,1,3931.65,2026-03-30,STANDARD,K,N,Y,Y,Y
4500000101,00010,M500260,Backplane X-152,KCH1,0001,500,EA,0.75,1,373.53,2026-04-29,STANDARD,,N,N,Y,Y
4500000101,00020,M500038,Power Board Lite-502,KCH1,0001,10,EA,81.52,1,815.18,2026-05-11,STANDARD,K,N,N,Y,Y
4500000101,00030,M500095,Sensor IC Lite-863,DAL1,0002,20,EA,4.66,1,93.19,2026-05-09,CONSIGNMENT,K,N,N,Y,Y
4500000101,00040,M500085,Power Cable Pro-678,KCH1,0002,60,M,8.22,1,493.17,2026-03-14,STANDARD,,N,N,Y,Y
4500000101,00050,M500260,Backplane X-152,KCH1,0001,100,EA,0.69,1,68.93,2026-05-23,STANDARD,K,N,N,Y,Y
4500000101,00060,M500091,Washer B-283,PHX1,QI01,1000,EA,9.10,1,9104.33,2026-05-11,CONSIGNMENT,K,N,N,Y,Y
4500000102,00010,M500060,Driver IC X-320,DAL1,REC1,50,EA,42.46,1,2123.07,2026-07-10,CONSIGNMENT,,N,N,Y,Y
4500000102,00020,M500059,Memory Chip C-346,AUS1,0001,300,EA,4.39,1,1315.81,2026-05-08,SUBCON,F,N,N,Y,Y
4500000102,00030,M500148,Connector Pro-142,AUS1,0001,60,EA,20.41,1,1224.84,2026-06-24,SUBCON,F,N,Y,Y,Y
4500000103,00010,M500126,Bolt Lite-317,KCH1,0002,500,EA,2.69,1,1345.15,2026-08-17,STANDARD,K,N,N,Y,N
4500000103,00020,M500149,Pallet Kit Lite-933,KCH1,0001,20,EA,10.68,1,213.63,2026-06-23,CONSIGNMENT,K,N,N,Y,Y
4500000103,00030,M500218,Backplane A-346,PHX1,0001,750,EA,12.19,1,9146.20,2026-08-17,STANDARD,K,N,N,Y,Y
4500000103,00040,M500254,Voltage Regulator B-829,AUS1,0001,500,EA,1.83,1,915.80,2026-07-07,SUBCON,F,N,N,Y,Y
4500000103,00050,M500116,Driver IC B-117,AUS1,0001,3000,EA,22.80,1,68394.07,2026-07-15,SUBCON,K,N,Y,Y,Y
4500000103,00060,M500200,Control Board Pro-604,PHX1,0001,1000,EA,8.74,1,8743.26,2026-06-07,STANDARD,F,N,Y,Y,Y
4500000103,00070,M500273,Bracket A-154,KCH1,0001,400,EA,2.92,1,1166.93,2026-07-27,CONSIGNMENT,,N,Y,Y,Y
4500000104,00010,M500239,Relay C-469,PHX1,0002,100,EA,0.86,1,86.38,2026-06-28,CONSIGNMENT,F,N,Y,Y,Y
4500000104,00020,M500034,Cleaning Kit X-421,KCH1,0001,1000,EA,12.61,1,12613.87,2026-05-07,STANDARD,,N,N,Y,Y
4500000104,00030,M500261,Standoff Pro-852,MTY1,0002,100,EA,17.86,1,1786.26,2026-05-18,SUBCON,F,N,N,Y,Y
4500000104,00040,M500231,Label Set Lite-133,KCH1,0001,2000,EA,28.25,1,56505.53,2026-06-17,CONSIGNMENT,K,N,N,Y,Y
4500000104,00050,M500265,Voltage Regulator C-874,DAL1,0002,1500,EA,15.55,1,23317.64,2026-05-24,SUBCON,K,N,N,Y,Y
4500000104,00060,M500253,RF Board Pro-498,DAL1,0002,500,EA,11.93,1,5965.71,2026-06-12,CONSIGNMENT,K,N,N,Y,Y
4500000105,00010,M500223,Pallet Kit A-841,PHX1,0001,30,EA,4.37,1,131.08,2026-03-15,SUBCON,K,N,N,Y,Y
4500000105,00020,M500289,Screw C-483,MTY1,0002,40,EA,15.12,1,604.76,2026-03-25,SUBCON,K,N,Y,Y,Y
4500000105,00030,M500015,Power IC A-638,DAL1,REC1,500,EA,1.62,1,807.96,2026-04-01,CONSIGNMENT,,N,N,Y,Y
4500000105,00040,M500197,Power IC Lite-954,MTY1,0001,400,EA,26.58,1,10630.72,2026-03-11,CONSIGNMENT,K,N,Y,Y,Y
4500000105,00050,M500013,Foam Insert C-153,MTY1,REC1,500,EA,24.34,1,12172.14,2026-03-19,CONSIGNMENT,K,N,Y,Y,Y
4500000105,00060,M500200,Control Board Pro-604,PHX1,REC1,60,EA,6.45,1,387.14,2026-04-10,STANDARD,,N,N,Y,Y
4500000106,00010,M500163,Ribbon Cable X-537,PHX1,0001,100,M,8.05,1,804.59,2026-03-20,CONSIGNMENT,,N,Y,Y,Y
4500000106,00020,M500064,Control Board Pro-941,MTY1,QI01,100,EA,8.01,1,801.34,2026-06-04,SUBCON,F,N,N,Y,Y
4500000106,00030,M500083,Harness C-326,AUS1,0002,40,M,12.78,1,511.18,2026-04-15,STANDARD,,N,N,Y,Y
4500000106,00040,M500275,Foam Insert B-944,AUS1,REC1,50,EA,13.12,1,656.04,2026-04-25,STANDARD,K,N,N,Y,Y
4500000106,00050,M500275,Foam Insert B-944,AUS1,0001,2000,EA,15.16,1,30316.80,2026-04-21,SUBCON,,N,N,N,Y
4500000106,00060,M500059,Memory Chip C-346,MTY1,0001,20,EA,3.73,1,74.69,2026-04-03,CONSIGNMENT,K,N,N,Y,Y
4500000107,00010,M500290,Memory Chip Pro-298,KCH1,0001,3000,EA,19.17,1,57515.42,2026-04-20,CONSIGNMENT,K,N,N,Y,Y
4500000107,00020,M500175,Interface PCB Pro-221,DAL1,0002,200,EA,1.19,1,238.17,2026-04-16,SUBCON,,N,N,Y,Y
4500000107,00030,M500259,Connector C-752,DAL1,0001,100,EA,17.99,1,1798.52,2026-04-22,CONSIGNMENT,F,N,N,Y,Y
4500000107,00040,M500276,Harness B-124,AUS1,0001,1000,M,8.97,1,8965.23,2026-05-29,SUBCON,K,N,N,Y,Y
4500000107,00050,M500259,Connector C-752,DAL1,0001,10,EA,24.41,1,244.09,2026-04-04,CONSIGNMENT,,N,N,Y,Y
4500000108,00010,M500016,MOSFET C-379,DAL1,0001,400,EA,7.13,1,2853.84,2026-07-29,CONSIGNMENT,F,N,N,Y,Y
4500000109,00010,M500063,Foam Insert X-656,AUS1,0002,300,EA,6.35,1,1904.55,2026-05-28,STANDARD,K,N,N,Y,Y
4500000109,00020,M500178,Pallet Kit A-215,PHX1,0002,80,EA,4.12,1,329.22,2026-07-15,SUBCON,K,N,Y,Y,N
4500000110,00010,M500020,Voltage Regulator X-627,MTY1,0001,2000,EA,8.18,1,16367.80,2026-04-07,CONSIGNMENT,F,N,N,Y,Y
4500000110,00020,M500235,Driver IC Lite-523,MTY1,0001,1000,EA,3.86,1,3856.79,2026-04-09,CONSIGNMENT,K,N,N,Y,Y
4500000110,00030,M500041,Driver IC B-606,MTY1,0002,100,EA,2.64,1,264.25,2026-04-26,CONSIGNMENT,K,N,Y,N,Y
4500000110,00040,M500096,Power Board Lite-876,MTY1,REC1,1000,EA,10.10,1,10103.07,2026-04-11,STANDARD,F,N,N,Y,Y
4500000111,00010,M500148,Connector Pro-142,DAL1,QI01,3000,EA,16.50,1,49487.29,2026-05-26,SUBCON,,N,N,Y,Y
4500000111,00020,M500099,MOSFET X-773,MTY1,QI01,50,EA,38.09,1,1904.71,2026-04-23,STANDARD,,N,Y,Y,Y
4500000111,00030,M500112,Power IC A-125,DAL1,0002,1000,EA,78.96,1,78958.67,2026-06-07,STANDARD,F,N,N,Y,Y
4500000111,00040,M500222,RF Board Pro-290,MTY1,0002,1000,EA,2.82,1,2822.70,2026-04-10,CONSIGNMENT,,N,N,N,Y
4500000112,00010,M500097,Relay C-313,KCH1,REC1,30,EA,2.33,1,70.01,2026-07-05,STANDARD,K,N,N,Y,Y
4500000112,00020,M500192,Relay X-405,KCH1,0001,1000,EA,101.23,1,101229.76,2026-06-19,CONSIGNMENT,,N,N,Y,Y
4500000112,00030,M500113,Mount Plate C-495,AUS1,BLK1,80,EA,22.80,1,1823.69,2026-07-28,SUBCON,,N,N,Y,Y
4500000112,00040,M500113,Mount Plate C-495,AUS1,0001,1000,EA,23.98,1,23979.49,2026-06-05,STANDARD,K,N,Y,Y,Y
4500000112,00050,M500261,Standoff Pro-852,AUS1,0001,60,EA,26.19,1,1571.56,2026-06-08,STANDARD,K,N,Y,Y,Y
4500000112,00060,M500261,Standoff Pro-852,AUS1,0002,250,EA,27.09,1,6771.45,2026-08-06,SUBCON,F,N,N,Y,Y
4500000113,00010,M500075,Motor Assembly A-614,DAL1,0002,1000,EA,10.42,1,10420.15,2026-04-22,STANDARD,,N,N,N,Y
4500000113,00020,M500062,Switch Lite-780,DAL1,REC1,200,EA,9.80,1,1960.82,2026-05-09,SUBCON,K,N,N,Y,Y
4500000113,00030,M500296,MOSFET X-181,DAL1,0001,100,EA,1.83,1,182.76,2026-05-24,SUBCON,F,N,N,N,Y
4500000114,00010,M500088,Interface PCB B-613,DAL1,0001,4000,EA,6.26,1,25033.37,2026-06-04,SUBCON,K,N,N,Y,Y
4500000115,00010,M500296,MOSFET X-181,DAL1,REC1,500,EA,2.49,1,1246.67,2026-03-28,SUBCON,,N,N,Y,Y
4500000115,00020,M500121,Power Cable C-148,DAL1,0002,150,EA,13.03,1,1954.57,2026-03-16,SUBCON,F,N,N,Y,Y
4500000116,00010,M500192,Relay X-405,AUS1,0001,30,EA,104.14,1,3124.08,2026-05-15,CONSIGNMENT,,N,N,Y,Y
4500000116,00020,M500070,Microcontroller B-635,AUS1,0002,1000,EA,40.74,1,40741.11,2026-05-26,SUBCON,,N,N,Y,Y
4500000117,00010,M500076,Power Board Pro-234,KCH1,0001,500,EA,17.48,1,8742.21,2026-05-03,CONSIGNMENT,,N,Y,Y,Y
4500000118,00010,M500121,Power Cable C-148,DAL1,REC1,100,EA,10.06,1,1005.79,2026-04-22,CONSIGNMENT,,N,N,Y,Y
4500000118,00020,M500205,Label Set Lite-350,MTY1,0001,40,EA,0.31,1,12.21,2026-04-15,SUBCON,F,N,N,Y,Y
4500000118,00030,M500057,Sensor IC C-737,AUS1,0001,60,EA,1.03,1,62.03,2026-05-20,CONSIGNMENT,F,N,N,Y,Y
4500000118,00040,M500001,Driver IC C-446,MTY1,0002,300,EA,5.84,1,1753.30,2026-05-14,CONSIGNMENT,,N,N,Y,Y
4500000118,00050,M500063,Foam Insert X-656,MTY1,0001,10,EA,6.64,1,66.44,2026-04-22,SUBCON,K,N,Y,Y,Y
4500000118,00060,M500242,Backplane C-164,PHX1,0001,300,EA,9.30,1,2790.44,2026-03-24,STANDARD,,N,N,Y,Y
4500000118,00070,M500248,Power Board B-996,DAL1,0001,40,EA,23.27,1,930.88,2026-05-05,SUBCON,F,N,N,Y,Y
4500000119,00010,M500046,Backplane X-452,KCH1,0001,1500,EA,0.85,1,1271.93,2026-05-17,STANDARD,F,N,N,Y,Y
4500000119,00020,M500077,Label Set A-521,KCH1,0002,20,EA,12.12,1,242.32,2026-06-03,CONSIGNMENT,,N,N,Y,Y
4500000119,00030,M500202,Motor Assembly B-188,AUS1,BLK1,60,EA,30.48,1,1829.05,2026-05-14,STANDARD,F,N,N,Y,Y
4500000119,00040,M500239,Relay C-469,PHX1,0001,30,EA,0.85,1,25.58,2026-05-30,SUBCON,F,N,Y,Y,Y
4500000119,00050,M500160,Bracket C-492,DAL1,0001,1000,EA,18.46,1,18457.81,2026-05-07,STANDARD,,N,N,Y,Y
4500000120,00010,M500053,Switch Pro-762,DAL1,0001,40,EA,75.66,1,3026.48,2026-05-11,SUBCON,K,N,Y,Y,Y
4500000120,00020,M500165,Heat Sink Pro-651,MTY1,0001,1000,EA,5.46,1,5461.27,2026-03-16,CONSIGNMENT,,N,N,N,Y
4500000120,00030,M500094,Sensor IC C-678,DAL1,REC1,250,EA,27.76,1,6939.57,2026-04-13,STANDARD,F,N,N,Y,Y
4500000121,00010,M500226,Mount Plate B-794,AUS1,BLK1,100,EA,4.09,1,408.51,2026-05-02,CONSIGNMENT,K,N,N,Y,Y
4500000121,00020,M500226,Mount Plate B-794,AUS1,QI01,10,EA,4.98,1,49.83,2026-07-06,CONSIGNMENT,,N,Y,Y,Y
4500000121,00030,M500176,Backplane Lite-927,DAL1,0001,100,EA,9.41,1,941.48,2026-04-25,CONSIGNMENT,,N,N,Y,Y
4500000122,00010,M500197,Power IC Lite-954,MTY1,0001,40,EA,34.02,1,1360.97,2026-04-04,STANDARD,K,N,N,Y,Y
4500000122,00020,M500017,Signal Cable C-765,PHX1,0001,200,EA,11.68,1,2336.90,2026-05-10,SUBCON,F,N,N,N,Y
4500000122,00030,M500289,Screw C-483,MTY1,0001,4000,EA,12.50,1,50002.02,2026-05-22,CONSIGNMENT,F,N,Y,N,Y
4500000123,00010,M500139,Fan Module A-595,KCH1,0002,300,EA,10.77,1,3232.20,2026-06-22,SUBCON,F,N,N,Y,Y
4500000123,00020,M500210,Fan Module Lite-237,DAL1,0001,60,EA,18.13,1,1087.96,2026-06-24,STANDARD,F,N,N,Y,Y
4500000123,00030,M500295,Switch C-118,PHX1,0001,150,EA,12.89,1,1932.94,2026-06-26,STANDARD,,N,N,Y,Y
4500000123,00040,M500210,Fan Module Lite-237,DAL1,0002,3000,EA,13.07,1,39208.32,2026-04-30,CONSIGNMENT,F,Y,N,Y,Y
4500000123,00050,M500176,Backplane Lite-927,MTY1,REC1,200,EA,6.14,1,1227.52,2026-04-25,STANDARD,,N,N,Y,Y
4500000123,00060,M500133,Carton Pro-142,KCH1,0002,40,EA,41.68,1,1667.30,2026-04-28,STANDARD,F,N,N,N,Y
4500000124,00010,M500017,Signal Cable C-765,PHX1,BLK1,50,EA,11.80,1,589.80,2026-04-02,CONSIGNMENT,K,N,N,Y,Y
4500000124,00020,M500220,Connector Lite-864,KCH1,0001,250,EA,18.95,1,4738.28,2026-04-22,STANDARD,F,N,Y,Y,Y
4500000124,00030,M500139,Fan Module A-595,DAL1,REC1,50,EA,8.90,1,445.22,2026-05-28,CONSIGNMENT,F,N,N,Y,Y
4500000125,00010,M500265,Voltage Regulator C-874,DAL1,0001,2000,EA,10.57,1,21139.34,2026-06-28,SUBCON,,N,N,Y,Y
4500000125,00020,M500265,Voltage Regulator C-874,DAL1,0001,300,EA,15.38,1,4615.04,2026-06-05,SUBCON,K,N,N,Y,Y
4500000125,00030,M500221,MOSFET X-455,DAL1,0001,750,EA,16.04,1,12028.85,2026-07-04,CONSIGNMENT,,N,N,Y,Y
4500000125,00040,M500163,Ribbon Cable X-537,DAL1,0001,1000,M,8.75,1,8750.41,2026-06-20,SUBCON,K,N,N,Y,Y
4500000125,00050,M500130,Switch C-701,PHX1,0001,250,EA,4.64,1,1160.19,2026-07-11,STANDARD,K,N,N,Y,Y
4500000125,00060,M500026,Relay X-235,DAL1,0002,100,EA,15.30,1,1529.55,2026-05-15,SUBCON,,N,N,Y,Y
4500000125,00070,M500178,Pallet Kit A-215,KCH1,0001,750,EA,3.91,1,2931.88,2026-04-21,SUBCON,,N,N,Y,Y
4500000126,00010,M500153,MOSFET A-325,MTY1,0001,10,EA,4.25,1,42.49,2026-03-26,STANDARD,,N,Y,N,Y
4500000126,00020,M500139,Fan Module A-595,DAL1,0001,500,EA,7.93,1,3966.77,2026-05-09,STANDARD,,N,N,Y,Y
4500000126,00030,M500084,Fan Module A-843,PHX1,0001,400,EA,6.85,1,2740.31,2026-04-14,CONSIGNMENT,,N,N,Y,Y
4500000127,00010,M500158,Label Set B-375,DAL1,0002,100,EA,13.10,1,1310.26,2026-04-18,SUBCON,K,N,N,Y,Y
4500000127,00020,M500228,Harness Pro-684,AUS1,0001,60,EA,22.50,1,1349.85,2026-04-22,SUBCON,K,N,N,Y,Y
4500000127,00030,M500111,Bracket X-455,PHX1,REC1,2000,EA,8.64,1,17279.50,2026-05-29,SUBCON,,N,N,Y,Y
4500000127,00040,M500264,Microcontroller A-821,DAL1,QI01,1000,EA,2.33,1,2326.00,2026-06-16,CONSIGNMENT,F,N,N,Y,Y
4500000127,00050,M500058,Control Board C-934,PHX1,0002,60,EA,14.84,1,890.12,2026-05-21,CONSIGNMENT,,N,Y,Y,Y
4500000127,00060,M500190,Label Set B-913,AUS1,0001,400,EA,7.55,1,3020.35,2026-06-13,CONSIGNMENT,K,N,N,Y,Y
4500000127,00070,M500194,Power IC Pro-763,KCH1,0002,100,EA,9.43,1,942.98,2026-04-18,STANDARD,,N,N,Y,N
4500000128,00010,M500033,Motor Assembly Pro-624,PHX1,QI01,40,EA,5.66,1,226.24,2026-02-16,SUBCON,F,N,N,Y,Y
4500000128,00020,M500001,Driver IC C-446,PHX1,REC1,1000,EA,8.18,1,8183.46,2026-02-15,CONSIGNMENT,,N,N,Y,Y
4500000128,00030,M500117,Label Set Pro-456,DAL1,0001,20,EA,32.61,1,652.21,2026-03-08,CONSIGNMENT,K,N,Y,Y,Y
4500000128,00040,M500299,Standoff C-665,MTY1,0001,300,EA,2.38,1,714.18,2026-03-05,SUBCON,K,N,N,Y,Y
4500000129,00010,M500125,Ribbon Cable A-476,DAL1,0001,80,M,36.24,1,2899.50,2026-07-21,SUBCON,K,N,N,Y,Y
4500000129,00020,M500033,Motor Assembly Pro-624,MTY1,REC1,20,EA,6.64,1,132.71,2026-06-26,CONSIGNMENT,,N,N,Y,Y
4500000129,00030,M500290,Memory Chip Pro-298,MTY1,0001,20,EA,22.23,1,444.63,2026-06-16,STANDARD,K,N,Y,Y,Y
4500000129,00040,M500148,Connector Pro-142,AUS1,0002,50,EA,19.94,1,996.85,2026-05-21,STANDARD,F,N,N,Y,Y
4500000130,00010,M500043,Switch C-945,MTY1,QI01,1000,EA,10.96,1,10957.81,2026-04-12,STANDARD,,N,N,Y,Y
4500000130,00020,M500118,Power IC X-218,AUS1,0001,20,EA,3.08,1,61.51,2026-06-02,SUBCON,K,N,N,Y,Y
4500000130,00030,M500198,Power IC A-404,PHX1,REC1,30,EA,2.84,1,85.07,2026-04-18,SUBCON,,Y,N,Y,Y
4500000131,00010,M500018,Motor Assembly A-228,KCH1,QI01,750,EA,40.19,1,30140.78,2026-05-24,STANDARD,,N,N,Y,Y
4500000132,00010,M500180,Control Board C-213,AUS1,0001,200,EA,133.16,1,26631.97,2026-07-19,STANDARD,F,N,Y,Y,Y
4500000132,00020,M500122,Power Board C-803,MTY1,0001,2000,EA,25.76,1,51511.82,2026-06-01,SUBCON,K,N,N,N,Y
4500000132,00030,M500227,RF Board A-259,MTY1,0002,400,EA,19.00,1,7600.43,2026-07-31,STANDARD,,N,N,Y,Y
4500000132,00040,M500272,Connector B-872,AUS1,0002,1000,EA,15.68,1,15683.14,2026-06-11,STANDARD,,N,N,Y,Y
4500000132,00050,M500198,Power IC A-404,KCH1,0001,30,EA,3.25,1,97.44,2026-07-09,CONSIGNMENT,F,N,N,Y,Y
4500000132,00060,M500239,Relay C-469,KCH1,0001,200,EA,0.89,1,177.81,2026-07-23,CONSIGNMENT,K,N,N,Y,Y
4500000132,00070,M500044,Carton Pro-236,KCH1,0001,10,EA,5.53,1,55.29,2026-08-14,STANDARD,,N,N,Y,Y
4500000133,00010,M500143,Switch A-941,AUS1,0002,200,EA,30.51,1,6102.31,2026-04-30,STANDARD,F,N,N,Y,Y
4500000133,00020,M500032,Driver IC C-116,KCH1,0001,500,EA,3.48,1,1740.60,2026-04-24,STANDARD,,N,N,Y,Y
4500000133,00030,M500155,Interface PCB C-348,DAL1,REC1,1000,EA,11.93,1,11930.01,2026-02-17,CONSIGNMENT,,N,Y,Y,Y
4500000133,00040,M500117,Label Set Pro-456,PHX1,0001,150,EA,32.69,1,4903.91,2026-04-16,STANDARD,,N,N,Y,Y
4500000133,00050,M500091,Washer B-283,PHX1,0001,300,EA,12.94,1,3882.76,2026-03-01,STANDARD,F,N,N,Y,Y
4500000133,00060,M500076,Power Board Pro-234,KCH1,0001,2000,EA,21.80,1,43600.89,2026-03-06,STANDARD,F,N,N,Y,Y
4500000133,00070,M500014,Microcontroller A-362,KCH1,0002,250,EA,5.71,1,1427.38,2026-04-21,STANDARD,K,N,N,Y,Y
4500000134,00010,M500126,Bolt Lite-317,KCH1,0001,150,EA,2.07,1,310.47,2026-06-11,STANDARD,K,N,N,Y,Y
4500000134,00020,M500172,RF Board B-427,DAL1,0002,100,EA,3.99,1,398.56,2026-05-19,CONSIGNMENT,K,N,Y,Y,Y
4500000134,00030,M500262,Microcontroller X-787,KCH1,QI01,1000,EA,2.68,1,2682.10,2026-04-06,CONSIGNMENT,,Y,N,Y,Y
4500000135,00010,M500205,Label Set Lite-350,PHX1,0002,60,EA,0.31,1,18.54,2026-04-05,CONSIGNMENT,K,N,N,Y,Y
4500000136,00010,M500160,Bracket C-492,DAL1,0001,500,EA,18.62,1,9309.77,2026-05-01,CONSIGNMENT,F,N,N,Y,Y
4500000136,00020,M500260,Backplane X-152,KCH1,REC1,40,EA,0.70,1,27.88,2026-03-29,STANDARD,F,N,Y,N,Y
4500000136,00030,M500081,Power Board C-698,KCH1,0002,100,EA,6.94,1,694.38,2026-05-19,STANDARD,K,N,N,N,Y
4500000136,00040,M500260,Backplane X-152,KCH1,0002,10,EA,0.88,1,8.83,2026-05-13,CONSIGNMENT,K,N,N,Y,Y
4500000137,00010,M500098,Screw B-776,MTY1,0001,1500,EA,18.49,1,27738.16,2026-06-03,SUBCON,K,N,N,Y,Y
4500000138,00010,M500145,Carton B-419,KCH1,REC1,200,EA,9.47,1,1893.79,2026-06-01,SUBCON,F,N,Y,Y,Y
4500000138,00020,M500213,Interface PCB X-500,MTY1,REC1,3000,EA,2.15,1,6449.76,2026-06-04,SUBCON,K,N,N,Y,Y
4500000138,00030,M500261,Standoff Pro-852,MTY1,0001,1000,EA,19.09,1,19088.53,2026-04-02,SUBCON,K,N,N,Y,Y
4500000138,00040,M500129,Label Set Lite-717,PHX1,0002,400,EA,31.53,1,12613.32,2026-05-21,STANDARD,F,N,N,Y,Y
4500000138,00050,M500114,Control Board Pro-863,PHX1,0001,40,EA,14.64,1,585.46,2026-04-22,CONSIGNMENT,,N,N,Y,Y
4500000139,00010,M500232,Washer Pro-410,KCH1,0001,500,EA,13.38,1,6691.96,2026-06-10,CONSIGNMENT,K,N,N,Y,Y
4500000139,00020,M500041,Driver IC B-606,MTY1,0001,2000,EA,2.56,1,5119.51,2026-05-02,STANDARD,,N,N,Y,Y
4500000139,00030,M500239,Relay C-469,MTY1,0001,1000,EA,1.06,1,1060.25,2026-07-19,CONSIGNMENT,F,N,N,Y,N
4500000140,00010,M500295,Switch C-118,PHX1,0002,4000,EA,10.47,1,41874.96,2026-05-16,SUBCON,F,N,N,Y,Y
4500000140,00020,M500110,Power IC B-652,DAL1,REC1,2000,EA,56.56,1,113114.39,2026-04-07,CONSIGNMENT,F,N,Y,Y,Y
4500000140,00030,M500114,Control Board Pro-863,DAL1,REC1,40,EA,10.49,1,419.73,2026-04-10,CONSIGNMENT,F,N,N,Y,Y
4500000140,00040,M500063,Foam Insert X-656,PHX1,BLK1,10,EA,6.21,1,62.07,2026-05-07,SUBCON,K,N,N,Y,Y
4500000141,00010,M500218,Backplane A-346,KCH1,0002,500,EA,9.57,1,4784.57,2026-04-14,STANDARD,K,N,Y,Y,Y
4500000141,00020,M500217,Power IC Lite-672,PHX1,0001,40,EA,56.19,1,2247.79,2026-04-10,STANDARD,,N,N,Y,Y
4500000141,00030,M500271,Label Set B-345,PHX1,0002,50,EA,4.41,1,220.53,2026-05-28,CONSIGNMENT,F,Y,Y,Y,Y
4500000141,00040,M500211,Label Set B-388,MTY1,0002,200,EA,24.64,1,4928.03,2026-06-18,SUBCON,F,N,N,N,Y
4500000141,00050,M500118,Power IC X-218,PHX1,0001,300,EA,4.55,1,1366.13,2026-04-03,SUBCON,K,N,N,N,Y
4500000141,00060,M500281,Fan Module X-875,PHX1,REC1,2000,EA,11.79,1,23579.01,2026-04-19,SUBCON,,N,N,Y,Y
4500000142,00010,M500295,Switch C-118,MTY1,0001,100,EA,12.90,1,1289.64,2026-02-27,SUBCON,F,N,N,Y,Y
4500000142,00020,M500175,Interface PCB Pro-221,DAL1,0001,20,EA,0.88,1,17.56,2026-03-04,CONSIGNMENT,K,N,N,Y,Y
4500000142,00030,M500236,Harness Lite-177,DAL1,0001,1000,M,54.35,1,54346.31,2026-04-08,SUBCON,F,N,Y,Y,Y
4500000142,00040,M500041,Driver IC B-606,MTY1,0002,2000,EA,1.77,1,3537.22,2026-02-27,CONSIGNMENT,F,N,Y,N,Y
4500000142,00050,M500266,Fan Module C-915,KCH1,0001,1500,EA,1.68,1,2514.88,2026-02-10,STANDARD,,N,N,Y,Y
4500000142,00060,M500037,Fan Module X-271,PHX1,0001,400,EA,1.47,1,587.01,2026-02-16,SUBCON,K,N,N,Y,Y
4500000143,00010,M500299,Standoff C-665,PHX1,0001,100,EA,2.82,1,281.72,2026-08-13,CONSIGNMENT,F,N,Y,Y,Y
4500000143,00020,M500146,Ribbon Cable C-550,DAL1,0001,200,M,4.62,1,924.97,2026-07-12,SUBCON,,N,N,Y,Y
4500000143,00030,M500120,Carton Lite-449,MTY1,0001,1500,EA,4.03,1,6040.42,2026-06-26,CONSIGNMENT,K,N,N,Y,Y
4500000143,00040,M500155,Interface PCB C-348,AUS1,0001,500,EA,10.86,1,5429.93,2026-07-15,SUBCON,K,N,N,Y,Y
4500000143,00050,M500299,Standoff C-665,PHX1,0001,2000,EA,2.65,1,5303.59,2026-08-18,STANDARD,K,N,N,Y,Y
4500000143,00060,M500257,Microcontroller B-449,MTY1,0001,2000,EA,3.64,1,7276.91,2026-07-19,STANDARD,F,N,Y,Y,Y
4500000144,00010,M500177,Connector A-656,DAL1,0002,30,EA,3.39,1,101.60,2026-04-04,CONSIGNMENT,,N,Y,N,Y
4500000144,00020,M500116,Driver IC B-117,DAL1,REC1,20,EA,22.59,1,451.76,2026-04-11,SUBCON,F,N,N,Y,N
4500000144,00030,M500122,Power Board C-803,KCH1,0002,150,EA,32.40,1,4859.36,2026-06-11,CONSIGNMENT,K,N,N,Y,Y
4500000144,00040,M500058,Control Board C-934,MTY1,0002,500,EA,18.49,1,9244.88,2026-05-11,STANDARD,,N,Y,Y,Y
4500000144,00050,M500290,Memory Chip Pro-298,KCH1,0001,1500,EA,17.46,1,26185.22,2026-04-11,STANDARD,F,N,N,Y,Y
4500000144,00060,M500001,Driver IC C-446,AUS1,0002,2000,EA,5.66,1,11319.29,2026-05-31,SUBCON,F,N,N,Y,Y
4500000145,00010,M500089,Power Board B-803,KCH1,0001,1500,EA,8.99,1,13481.28,2026-04-16,STANDARD,K,N,N,Y,Y
4500000145,00020,M500006,Power Cable X-711,MTY1,0001,20,EA,37.39,1,747.84,2026-03-31,SUBCON,,N,N,Y,Y
4500000145,00030,M500293,Sensor IC C-241,DAL1,0002,200,EA,1.48,1,296.21,2026-04-19,STANDARD,F,N,N,Y,N
4500000145,00040,M500184,Bracket Lite-940,PHX1,0001,1500,EA,16.62,1,24929.97,2026-04-13,CONSIGNMENT,,N,N,Y,Y
4500000145,00050,M500244,Ribbon Cable B-554,KCH1,0001,40,M,0.97,1,38.79,2026-05-04,SUBCON,,N,Y,Y,Y
4500000145,00060,M500235,Driver IC Lite-523,MTY1,0001,250,EA,3.72,1,929.51,2026-04-15,CONSIGNMENT,F,N,N,Y,Y
4500000146,00010,M500046,Backplane X-452,DAL1,0001,1000,EA,0.98,1,982.73,2026-03-22,STANDARD,F,N,N,Y,N
4500000147,00010,M500163,Ribbon Cable X-537,PHX1,0001,60,M,7.78,1,466.68,2026-04-21,STANDARD,K,N,N,N,Y
